LineID,OrderID,Date,ShipDate,CustomerKey,ProductKey,GeoKey,ModeKey,OutcomeKey,PromisedDays,ActualDays,DaysLate,IsLate,Quantity,UnitPrice,GrossSales,DiscountRate,Discount,NetSales,Profit
7400,2966,2015-02-13,2015-02-15,2852,403,89,2,13,1,2,1,Yes,1,129.99,129.99,0.25,32.5,97.49,10.72
7401,2966,2015-02-13,2015-02-15,2852,627,89,2,13,1,2,1,Yes,4,39.99,159.96,0.25,39.99,119.97,53.99
7402,2967,2015-02-13,2015-02-15,2199,1073,89,2,9,1,2,1,Yes,1,199.99,199.99,0.2,40.0,159.99,54.08
7403,2967,2015-02-13,2015-02-15,2199,365,89,2,9,1,2,1,Yes,2,59.99,119.98,0.05,6.0,113.98,39.89
7404,2967,2015-02-13,2015-02-15,2199,365,89,2,9,1,2,1,Yes,1,59.99,59.99,0.05,3.0,56.99,18.52
7405,2967,2015-02-13,2015-02-15,2199,1004,89,2,9,1,2,1,Yes,1,399.98,399.98,0.18,72.0,327.98,144.31
7406,2968,2015-02-13,2015-02-15,251,1073,89,2,13,1,2,1,Yes,1,199.99,199.99,0.18,36.0,163.99,53.3
7407,2968,2015-02-13,2015-02-15,251,957,89,2,13,1,2,1,Yes,1,299.98,299.98,0.04,12.0,287.98,83.51
7408,2970,2015-02-13,2015-02-19,1810,835,99,4,13,4,6,2,Yes,5,31.99,159.95,0.0,0.0,159.95,59.98
7409,2970,2015-02-13,2015-02-19,1810,1073,99,4,13,4,6,2,Yes,1,199.99,199.99,0.17,34.0,165.99,16.6
7410,2970,2015-02-13,2015-02-19,1810,957,99,4,13,4,6,2,Yes,1,299.98,299.98,0.03,9.0,290.98,69.84
7411,2970,2015-02-13,2015-02-19,1810,567,99,4,13,4,6,2,Yes,5,25.0,125.0,0.02,2.5,122.5,61.25
7412,2973,2015-02-13,2015-02-17,2234,1073,100,4,19,4,4,0,No,1,199.99,199.99,0.16,32.0,167.99,80.64
7413,2974,2015-02-13,2015-02-18,9909,502,99,4,16,4,5,1,No,5,50.0,250.0,0.02,5.0,245.0,40.92
7414,2974,2015-02-13,2015-02-18,9909,502,99,4,16,4,5,1,No,1,50.0,50.0,0.17,8.5,41.5,19.51
7415,2974,2015-02-13,2015-02-18,9909,957,99,4,16,4,5,1,No,1,299.98,299.98,0.02,6.0,293.98,132.29
7416,2976,2015-02-13,2015-02-15,6008,502,98,4,7,4,2,-2,No,2,50.0,100.0,0.25,25.0,75.0,26.25
7417,2976,2015-02-13,2015-02-15,6008,957,98,4,7,4,2,-2,No,1,299.98,299.98,0.01,3.0,296.98,13.96
7418,2977,2015-02-13,2015-02-16,7928,1073,105,4,6,4,3,-1,No,1,199.99,199.99,0.15,30.0,169.99,19.21
7419,2977,2015-02-13,2015-02-16,7928,627,105,4,6,4,3,-1,No,5,39.99,199.95,0.12,23.99,175.96,-10.03
7420,2977,2015-02-13,2015-02-16,7928,1014,105,4,6,4,3,-1,No,2,49.98,99.96,0.13,12.99,86.97,-36.96
7421,2978,2015-02-13,2015-02-17,9740,1014,97,4,17,4,4,0,No,1,49.98,49.98,0.1,5.0,44.98,20.69
7422,2979,2015-02-13,2015-02-18,10882,957,101,4,9,4,5,1,Yes,1,299.98,299.98,0.0,0.0,299.98,104.99
7423,2979,2015-02-13,2015-02-18,10882,957,101,4,9,4,5,1,Yes,1,299.98,299.98,0.25,75.0,224.99,112.49
7424,2979,2015-02-13,2015-02-18,10882,365,101,4,9,4,5,1,Yes,5,59.99,299.95,0.2,59.99,239.96,83.99
7425,2980,2015-02-13,2015-02-19,1816,365,101,4,12,4,6,2,Yes,2,59.99,119.98,0.04,4.8,115.18,55.29
7426,2980,2015-02-13,2015-02-19,1816,502,101,4,12,4,6,2,Yes,4,50.0,200.0,0.07,14.0,186.0,67.52
7427,2980,2015-02-13,2015-02-19,1816,403,101,4,12,4,6,2,Yes,1,129.99,129.99,0.2,26.0,103.99,6.55
7428,2981,2015-02-13,2015-02-15,11296,502,105,4,6,4,2,-2,No,1,50.0,50.0,0.16,8.0,42.0,19.32
7429,2981,2015-02-13,2015-02-15,11296,1004,105,4,6,4,2,-2,No,1,399.98,399.98,0.17,68.0,331.98,156.03
7430,2981,2015-02-13,2015-02-15,11296,957,105,4,6,4,2,-2,No,1,299.98,299.98,0.2,60.0,239.98,55.2
7431,2982,2015-02-13,2015-02-15,9162,1004,100,2,12,1,2,1,Yes,1,399.98,399.98,0.16,64.0,335.98,-110.54
7432,2982,2015-02-13,2015-02-15,9162,1014,100,2,12,1,2,1,Yes,1,49.98,49.98,0.09,4.5,45.48,21.38
7433,2983,2015-02-13,2015-02-15,3031,502,104,2,9,1,2,1,Yes,5,50.0,250.0,0.01,2.5,247.5,69.3
7434,2983,2015-02-13,2015-02-15,3031,1004,104,2,9,1,2,1,Yes,1,399.98,399.98,0.15,60.0,339.98,118.99
7435,2984,2015-02-13,2015-02-18,7219,1014,100,3,16,2,5,3,No,3,49.98,149.94,0.17,25.49,124.45,60.98
7436,2984,2015-02-13,2015-02-18,7219,627,100,3,16,2,5,3,No,1,39.99,39.99,0.25,10.0,29.99,-24.74
7437,2984,2015-02-13,2015-02-18,7219,403,100,3,16,2,5,3,No,1,129.99,129.99,0.18,23.4,106.59,-234.5
7438,2984,2015-02-13,2015-02-18,7219,403,100,3,16,2,5,3,No,1,129.99,129.99,0.17,22.1,107.89,49.63
7439,2986,2015-02-13,2015-02-15,11306,191,100,2,9,1,2,1,Yes,3,99.99,299.97,0.16,48.0,251.97,18.9
7440,2986,2015-02-13,2015-02-15,11306,627,100,2,9,1,2,1,Yes,3,39.99,119.97,0.0,0.0,119.97,10.56
7441,2986,2015-02-13,2015-02-15,11306,135,100,2,9,1,2,1,Yes,4,22.0,88.0,0.17,14.96,73.04,-113.21
7442,2986,2015-02-13,2015-02-15,11306,957,100,2,9,1,2,1,Yes,1,299.98,299.98,0.18,54.0,245.98,68.88
7443,2986,2015-02-13,2015-02-15,11306,1004,100,2,9,1,2,1,Yes,1,399.98,399.98,0.13,52.0,347.98,126.32
7444,2987,2015-02-13,2015-02-15,3970,502,100,2,12,1,2,1,Yes,3,50.0,150.0,0.15,22.5,127.5,33.53
7445,2987,2015-02-13,2015-02-15,3970,365,100,2,12,1,2,1,Yes,5,59.99,299.95,0.18,53.99,245.96,-3.44
7446,2987,2015-02-13,2015-02-15,3970,403,100,2,12,1,2,1,Yes,1,129.99,129.99,0.16,20.8,109.19,-87.35
7447,2988,2015-02-13,2015-02-15,1056,957,99,2,14,1,2,1,Yes,1,299.98,299.98,0.17,51.0,248.98,31.12
7448,2988,2015-02-13,2015-02-15,1056,191,99,2,14,1,2,1,Yes,1,99.99,99.99,0.07,7.0,92.99,32.55
7449,2988,2015-02-13,2015-02-15,1056,135,99,2,14,1,2,1,Yes,4,22.0,88.0,0.16,14.08,73.92,-13.9
7450,2989,2015-02-13,2015-02-15,11162,1004,99,2,11,1,2,1,Yes,1,399.98,399.98,0.12,48.0,351.98,105.59
7451,2990,2015-02-13,2015-02-15,10382,191,89,2,16,1,2,1,No,5,99.99,499.95,0.18,89.99,409.96,92.24
7452,2990,2015-02-13,2015-02-15,10382,1014,89,2,16,1,2,1,No,4,49.98,199.92,0.0,0.0,199.92,-166.53
7453,2991,2015-02-13,2015-02-15,7989,502,89,4,2,4,2,-2,No,4,50.0,200.0,0.06,11.0,189.0,-151.2
7454,2991,2015-02-13,2015-02-15,7989,1004,89,4,2,4,2,-2,No,1,399.98,399.98,0.1,40.0,359.98,121.67
7455,2991,2015-02-13,2015-02-15,7989,1014,89,4,2,4,2,-2,No,5,49.98,249.9,0.16,39.98,209.92,62.97
7456,2991,2015-02-13,2015-02-15,7989,502,89,4,2,4,2,-2,No,4,50.0,200.0,0.05,10.0,190.0,-158.27
7457,2992,2015-02-13,2015-02-16,4212,627,89,3,13,2,3,1,Yes,1,39.99,39.99,0.2,8.0,31.99,14.72
7458,2992,2015-02-13,2015-02-16,4212,1073,89,3,13,2,3,1,Yes,1,199.99,199.99,0.13,26.0,173.99,76.56
7459,2992,2015-02-13,2015-02-16,4212,1073,89,3,13,2,3,1,Yes,1,199.99,199.99,0.12,24.0,175.99,17.6
7460,2992,2015-02-13,2015-02-16,4212,502,89,3,13,2,3,1,Yes,1,50.0,50.0,0.15,7.5,42.5,14.03
7461,2993,2015-02-13,2015-02-17,5499,1014,100,3,14,2,4,2,Yes,4,49.98,199.92,0.25,49.98,149.94,73.47
7462,2993,2015-02-13,2015-02-17,5499,403,100,3,14,2,4,2,Yes,1,129.99,129.99,0.15,19.5,110.49,47.51
7463,2993,2015-02-13,2015-02-17,5499,191,100,3,14,2,4,2,Yes,5,99.99,499.95,0.17,84.99,414.96,41.5
7464,2993,2015-02-13,2015-02-17,5499,191,100,3,14,2,4,2,Yes,3,99.99,299.97,0.15,45.0,254.97,33.15
7465,2993,2015-02-13,2015-02-17,5499,957,100,3,14,2,4,2,Yes,1,299.98,299.98,0.16,48.0,251.98,68.04
7466,2994,2015-02-13,2015-02-18,10839,502,98,3,13,2,5,3,Yes,2,50.0,100.0,0.2,20.0,80.0,0.0
7467,2994,2015-02-13,2015-02-18,10839,957,98,3,13,2,5,3,Yes,1,299.98,299.98,0.15,45.0,254.98,71.4
7468,2994,2015-02-13,2015-02-18,10839,564,98,3,13,2,5,3,Yes,4,30.0,120.0,0.2,24.0,96.0,0.0
7469,2994,2015-02-13,2015-02-18,10839,1004,98,3,13,2,5,3,Yes,1,399.98,399.98,0.09,36.0,363.98,-18.2
7470,2996,2015-02-13,2015-02-15,4042,1004,98,2,12,1,2,1,Yes,1,399.98,399.98,0.07,28.0,371.98,-248.11
7471,2997,2015-02-13,2015-02-15,8067,191,100,2,8,1,2,1,Yes,2,99.99,199.98,0.15,30.0,169.98,49.3
7472,2998,2015-02-13,2015-02-15,11971,1004,103,2,9,1,2,1,Yes,1,399.98,399.98,0.06,22.0,377.98,185.21
7473,2999,2015-02-13,2015-02-18,2309,502,103,4,9,4,5,1,Yes,5,50.0,250.0,0.0,0.0,250.0,-150.0
7474,2999,2015-02-13,2015-02-18,2309,502,103,4,9,4,5,1,Yes,2,50.0,100.0,0.18,18.0,82.0,-54.12
7475,2999,2015-02-13,2015-02-18,2309,564,103,4,9,4,5,1,Yes,3,30.0,90.0,0.05,4.5,85.5,26.76
7476,2999,2015-02-13,2015-02-18,2309,502,103,4,9,4,5,1,Yes,3,50.0,150.0,0.13,19.5,130.5,61.34
7477,3000,2015-02-13,2015-02-19,9591,1004,103,4,8,4,6,2,Yes,1,399.98,399.98,0.05,20.0,379.98,132.99
7478,3000,2015-02-13,2015-02-19,9591,1073,103,4,8,4,6,2,Yes,1,199.99,199.99,0.1,20.0,179.99,14.4
7479,3000,2015-02-13,2015-02-19,9591,403,103,4,8,4,6,2,Yes,1,129.99,129.99,0.13,16.9,113.09,5.65
7480,3000,2015-02-13,2015-02-19,9591,1004,103,4,8,4,6,2,Yes,1,399.98,399.98,0.04,16.0,383.98,103.67
7481,3001,2015-02-13,2015-02-15,7238,403,105,4,6,4,2,-2,No,1,129.99,129.99,0.12,15.6,114.39,29.74
7482,3001,2015-02-13,2015-02-15,7238,835,105,4,6,4,2,-2,No,1,31.99,31.99,0.0,0.0,31.99,8.96
7483,3001,2015-02-13,2015-02-15,7238,572,105,4,6,4,2,-2,No,1,39.99,39.99,0.18,7.2,32.79,3.28
7484,3002,2015-02-13,2015-02-16,2683,1014,100,4,2,4,3,-1,No,5,49.98,249.9,0.15,37.49,212.42,101.96
7485,3002,2015-02-13,2015-02-16,2683,1014,100,4,2,4,3,-1,No,5,49.98,249.9,0.13,32.49,217.41,70.66
7486,3003,2015-02-13,2015-02-17,8529,1014,105,4,22,4,4,0,No,4,49.98,199.92,0.2,39.98,159.94,15.99
7487,3005,2015-02-13,2015-02-19,11986,191,100,4,9,4,6,2,Yes,4,99.99,399.96,0.01,4.0,395.96,154.42
7488,3005,2015-02-13,2015-02-19,11986,502,100,4,9,4,6,2,Yes,1,50.0,50.0,0.13,6.5,43.5,12.18
7489,3005,2015-02-13,2015-02-19,11986,365,100,4,9,4,6,2,Yes,5,59.99,299.95,0.17,50.99,248.96,119.5
7490,3005,2015-02-13,2015-02-19,11986,1014,100,4,9,4,6,2,Yes,2,49.98,99.96,0.12,12.0,87.96,28.59
7491,3005,2015-02-13,2015-02-19,11986,957,100,4,9,4,6,2,Yes,1,299.98,299.98,0.13,39.0,260.98,67.86
7492,3006,2015-02-13,2015-02-15,4049,1004,100,4,5,4,2,-2,No,1,399.98,399.98,0.03,12.0,387.98,81.48
7493,3006,2015-02-13,2015-02-15,4049,1073,100,4,5,4,2,-2,No,1,199.99,199.99,0.09,18.0,181.99,83.72
7494,3006,2015-02-13,2015-02-15,4049,1004,100,4,5,4,2,-2,No,1,399.98,399.98,0.02,8.0,391.98,184.23
7495,3006,2015-02-13,2015-02-15,4049,502,100,4,5,4,2,-2,No,3,50.0,150.0,0.12,18.0,132.0,64.68
7496,3007,2015-02-13,2015-02-16,9776,502,100,4,7,4,3,-1,No,1,50.0,50.0,0.12,6.0,44.0,11.44
7497,3007,2015-02-13,2015-02-16,9776,191,100,4,7,4,3,-1,No,5,99.99,499.95,0.16,79.99,419.96,109.19
7498,3007,2015-02-13,2015-02-16,9776,365,100,4,7,4,3,-1,No,5,59.99,299.95,0.16,47.99,251.96,118.42
7499,3007,2015-02-13,2015-02-16,9776,502,100,4,7,4,3,-1,No,3,50.0,150.0,0.1,15.0,135.0,24.3
7500,3008,2015-02-13,2015-02-17,2549,502,99,4,21,4,4,0,No,2,50.0,100.0,0.17,17.0,83.0,25.98
7501,3008,2015-02-13,2015-02-17,2549,1073,99,4,21,4,4,0,No,1,199.99,199.99,0.07,14.0,185.99,21.02
7502,3009,2015-02-13,2015-02-18,7789,403,105,4,9,4,5,1,Yes,1,129.99,129.99,0.1,13.0,116.99,36.62
7503,3009,2015-02-13,2015-02-18,7789,627,105,4,9,4,5,1,Yes,3,39.99,119.97,0.25,29.99,89.98,31.49
7504,3009,2015-02-13,2015-02-18,7789,37,105,4,9,4,5,1,Yes,3,34.99,104.97,0.02,2.1,102.87,34.77
7505,3010,2015-02-13,2015-02-19,10005,1014,105,4,9,4,6,2,Yes,1,49.98,49.98,0.07,3.5,46.48,6.97
7506,3011,2015-02-13,2015-02-15,7676,957,100,3,18,2,2,0,No,1,299.98,299.98,0.12,36.0,263.98,15.84
7507,3011,2015-02-13,2015-02-15,7676,502,100,3,18,2,2,0,No,1,50.0,50.0,0.1,5.0,45.0,10.71
7508,3013,2015-02-13,2015-02-17,550,365,99,4,18,4,4,0,No,4,59.99,239.96,0.04,9.6,230.36,59.89
7509,3013,2015-02-13,2015-02-17,550,502,99,4,18,4,4,0,No,3,50.0,150.0,0.09,13.5,136.5,49.55
7510,3013,2015-02-13,2015-02-17,550,1014,99,4,18,4,4,0,No,3,49.98,149.94,0.16,23.99,125.95,-88.16
7511,3013,2015-02-13,2015-02-17,550,1073,99,4,18,4,4,0,No,1,199.99,199.99,0.06,11.0,188.99,90.72
7512,3013,2015-02-13,2015-02-17,550,1004,99,4,18,4,4,0,No,1,399.98,399.98,0.01,4.0,395.98,133.84
7513,3014,2015-02-13,2015-02-18,6004,1014,105,4,13,4,5,1,Yes,1,49.98,49.98,0.06,2.75,47.23,2.98
7514,3014,2015-02-13,2015-02-18,6004,1004,105,4,13,4,5,1,Yes,1,399.98,399.98,0.0,0.0,399.98,50.0
7515,3014,2015-02-13,2015-02-18,6004,365,105,4,13,4,5,1,Yes,4,59.99,239.96,0.03,7.2,232.76,116.38
7516,3014,2015-02-13,2015-02-18,6004,627,105,4,13,4,5,1,Yes,5,39.99,199.95,0.1,20.0,179.96,-296.93
7517,3014,2015-02-13,2015-02-18,6004,905,105,4,13,4,5,1,Yes,4,24.99,99.96,0.1,10.0,89.96,41.38
7518,3015,2015-02-13,2015-02-19,10039,191,88,3,14,2,6,4,Yes,5,99.99,499.95,0.15,74.99,424.96,53.12
7519,3015,2015-02-13,2015-02-19,10039,403,88,3,14,2,6,4,Yes,1,129.99,129.99,0.09,11.7,118.29,39.98
7520,3016,2015-02-14,2015-02-16,4935,365,88,3,23,2,2,0,No,2,59.99,119.98,0.03,3.6,116.38,37.82
7521,3016,2015-02-14,2015-02-16,4935,502,88,3,23,2,2,0,No,1,50.0,50.0,0.09,4.5,45.5,15.02
7522,3016,2015-02-14,2015-02-16,4935,502,88,3,23,2,2,0,No,1,50.0,50.0,0.07,3.5,46.5,22.79
7523,3016,2015-02-14,2015-02-16,4935,1004,88,3,23,2,2,0,No,1,399.98,399.98,0.25,100.0,299.99,143.99
7524,3016,2015-02-14,2015-02-16,4935,565,88,3,23,2,2,0,No,4,70.0,280.0,0.03,8.4,271.6,70.62
7525,3017,2015-02-14,2015-02-17,5211,1004,88,4,2,4,3,-1,No,1,399.98,399.98,0.2,80.0,319.98,102.39
7526,3017,2015-02-14,2015-02-17,5211,564,88,4,2,4,3,-1,No,5,30.0,150.0,0.07,10.5,139.5,66.96
7527,3017,2015-02-14,2015-02-17,5211,502,88,4,2,4,3,-1,No,3,50.0,150.0,0.06,8.25,141.75,26.93
7528,3017,2015-02-14,2015-02-17,5211,502,88,4,2,4,3,-1,No,2,50.0,100.0,0.16,16.0,84.0,38.64
7529,3018,2015-02-14,2015-02-18,3995,365,88,4,18,4,4,0,No,3,59.99,179.97,0.2,35.99,143.98,30.23
7530,3019,2015-02-14,2015-02-19,2707,1073,101,4,11,4,5,1,Yes,1,199.99,199.99,0.05,10.0,189.99,53.2
7531,3019,2015-02-14,2015-02-19,2707,1073,101,4,11,4,5,1,Yes,1,199.99,199.99,0.04,8.0,191.99,7.68
7532,3020,2015-02-14,2015-02-20,4254,1073,101,4,12,4,6,2,Yes,1,199.99,199.99,0.03,6.0,193.99,14.55
7533,3023,2015-02-14,2015-02-18,5863,191,89,4,18,4,4,0,No,2,99.99,199.98,0.13,26.0,173.98,-121.79
7534,3023,2015-02-14,2015-02-18,5863,1014,89,4,18,4,4,0,No,2,49.98,99.96,0.09,9.0,90.96,44.57
7535,3023,2015-02-14,2015-02-18,5863,1004,89,4,18,4,4,0,No,1,399.98,399.98,0.18,72.0,327.98,150.87
7536,3023,2015-02-14,2015-02-18,5863,502,89,4,18,4,4,0,No,1,50.0,50.0,0.06,2.75,47.25,22.68
7537,3023,2015-02-14,2015-02-18,5863,403,89,4,18,4,4,0,No,1,129.99,129.99,0.07,9.1,120.89,58.03
7538,3024,2015-02-14,2015-02-19,8633,627,102,4,9,4,5,1,Yes,4,39.99,159.96,0.2,31.99,127.97,39.67
7539,3024,2015-02-14,2015-02-19,8633,1014,102,4,9,4,5,1,Yes,2,49.98,99.96,0.07,7.0,92.96,39.04
7540,3024,2015-02-14,2015-02-19,8633,1004,102,4,9,4,5,1,Yes,1,399.98,399.98,0.17,68.0,331.98,92.96
7541,3025,2015-02-14,2015-02-14,7410,502,89,1,17,0,0,0,No,1,50.0,50.0,0.05,2.5,47.5,13.78
7542,3025,2015-02-14,2015-02-14,7410,365,89,1,17,0,0,0,No,4,59.99,239.96,0.02,4.8,235.16,112.88
7543,3025,2015-02-14,2015-02-14,7410,365,89,1,17,0,0,0,No,5,59.99,299.95,0.15,44.99,254.96,61.19
7544,3025,2015-02-14,2015-02-14,7410,191,89,1,17,0,0,0,No,2,99.99,199.98,0.12,24.0,175.98,56.31
7545,3026,2015-02-14,2015-02-14,6626,1004,89,1,18,0,0,0,No,1,399.98,399.98,0.16,64.0,335.98,161.27
7546,3026,2015-02-14,2015-02-14,6626,365,89,1,18,0,0,0,No,1,59.99,59.99,0.04,2.4,57.59,18.72
7547,3026,2015-02-14,2015-02-14,6626,1073,89,1,18,0,0,0,No,1,199.99,199.99,0.02,4.0,195.99,94.08
7548,3026,2015-02-14,2015-02-14,6626,1004,89,1,18,0,0,0,No,1,399.98,399.98,0.15,60.0,339.98,42.5
7549,3026,2015-02-14,2015-02-14,6626,804,89,1,18,0,0,0,No,3,19.99,59.97,0.01,0.6,59.37,19.3
7550,3027,2015-02-14,2015-02-14,4029,135,89,1,17,0,0,0,No,2,22.0,44.0,0.25,11.0,33.0,9.24
7551,3028,2015-02-14,2015-02-16,8689,1004,105,2,16,1,2,1,No,1,399.98,399.98,0.13,52.0,347.98,117.62
7552,3028,2015-02-14,2015-02-16,8689,403,105,2,16,1,2,1,No,1,129.99,129.99,0.06,7.15,122.84,41.52
7553,3028,2015-02-14,2015-02-16,8689,926,105,2,16,1,2,1,No,2,15.99,31.98,0.05,1.6,30.38,10.27
7554,3028,2015-02-14,2015-02-16,8689,403,105,2,16,1,2,1,No,1,129.99,129.99,0.05,6.5,123.49,21.61
7555,3031,2015-02-14,2015-02-16,1976,403,105,3,18,2,2,0,No,1,129.99,129.99,0.04,5.2,124.79,39.06
7556,3032,2015-02-14,2015-02-17,7337,1014,107,3,8,2,3,1,Yes,5,49.98,249.9,0.12,29.99,219.91,13.19
7557,3032,2015-02-14,2015-02-17,7337,365,107,3,8,2,3,1,Yes,3,59.99,179.97,0.18,32.39,147.58,38.37
7558,3032,2015-02-14,2015-02-17,7337,1014,107,3,8,2,3,1,Yes,3,49.98,149.94,0.15,22.49,127.45,-14.4
7559,3033,2015-02-14,2015-02-18,7717,957,88,3,14,2,4,2,Yes,1,299.98,299.98,0.1,30.0,269.98,10.8
7560,3033,2015-02-14,2015-02-18,7717,403,88,3,14,2,4,2,Yes,1,129.99,129.99,0.03,3.9,126.09,15.76
7561,3033,2015-02-14,2015-02-18,7717,365,88,3,14,2,4,2,Yes,3,59.99,179.97,0.17,30.59,149.38,-214.05
7562,3033,2015-02-14,2015-02-18,7717,502,88,3,14,2,4,2,Yes,5,50.0,250.0,0.25,62.5,187.5,-40.69
7563,3033,2015-02-14,2015-02-18,7717,191,88,3,14,2,4,2,Yes,1,99.99,99.99,0.06,5.5,94.49,10.68
7564,3034,2015-02-14,2015-02-19,9565,44,100,3,14,2,5,3,Yes,4,59.99,239.96,0.01,2.4,237.56,116.4
7565,3037,2015-02-14,2015-02-17,9173,191,100,4,7,4,3,-1,No,3,99.99,299.97,0.13,39.0,260.97,67.85
7566,3037,2015-02-14,2015-02-17,9173,1014,100,4,7,4,3,-1,No,3,49.98,149.94,0.13,19.49,130.45,28.7
7567,3040,2015-02-14,2015-02-20,7728,403,105,4,9,4,6,2,Yes,1,129.99,129.99,0.02,2.6,127.39,33.12
7568,3040,2015-02-14,2015-02-20,7728,365,105,4,9,4,6,2,Yes,4,59.99,239.96,0.0,0.0,239.96,-175.89
7569,3041,2015-02-14,2015-02-16,1704,502,105,4,2,4,2,-2,No,4,50.0,200.0,0.04,8.0,192.0,-13.63
7570,3042,2015-02-14,2015-02-17,687,1073,105,4,5,4,3,-1,No,1,199.99,199.99,0.01,2.0,197.99,-24.75
7571,3042,2015-02-14,2015-02-17,687,1004,105,4,5,4,3,-1,No,1,399.98,399.98,0.12,48.0,351.98,114.39
7572,3042,2015-02-14,2015-02-17,687,1073,105,4,5,4,3,-1,No,1,199.99,199.99,0.0,0.0,199.99,70.0
7573,3043,2015-02-14,2015-02-14,562,1073,105,1,22,0,0,0,No,1,199.99,199.99,0.25,50.0,149.99,73.5
7574,3043,2015-02-14,2015-02-14,562,1073,105,1,22,0,0,0,No,1,199.99,199.99,0.2,40.0,159.99,78.4
7575,3044,2015-02-14,2015-02-14,11067,1014,97,1,18,0,0,0,No,1,49.98,49.98,0.05,2.5,47.48,21.84
7576,3045,2015-02-14,2015-02-14,6040,403,100,1,18,0,0,0,No,1,129.99,129.99,0.01,1.3,128.69,5.15
7577,3047,2015-02-14,2015-02-14,5863,191,100,1,23,0,0,0,No,3,99.99,299.97,0.12,36.0,263.97,2.64
7578,3048,2015-02-14,2015-02-14,12344,365,100,1,22,0,0,0,No,5,59.99,299.95,0.13,38.99,260.96,125.26
7579,3049,2015-02-14,2015-02-14,4750,191,100,1,18,0,0,0,No,4,99.99,399.96,0.0,0.0,399.96,149.99
7580,3049,2015-02-14,2015-02-14,4750,957,100,1,18,0,0,0,No,1,299.98,299.98,0.09,27.0,272.98,-24.02
7581,3049,2015-02-14,2015-02-14,4750,365,100,1,18,0,0,0,No,1,59.99,59.99,0.03,1.8,58.19,-12.39
7582,3049,2015-02-14,2015-02-14,4750,502,100,1,18,0,0,0,No,4,50.0,200.0,0.03,6.0,194.0,50.44
7583,3050,2015-02-14,2015-02-16,11622,893,100,2,12,1,2,1,Yes,4,24.99,99.96,0.06,5.5,94.46,-4.72
7584,3052,2015-02-14,2015-02-15,453,797,100,1,13,0,1,1,Yes,5,17.99,89.95,0.03,2.7,87.25,9.86
7585,3052,2015-02-14,2015-02-15,453,1004,100,1,13,0,1,1,Yes,1,399.98,399.98,0.1,40.0,359.98,27.0
7586,3053,2015-02-14,2015-02-15,7468,403,100,1,12,0,1,1,Yes,1,129.99,129.99,0.0,0.0,129.99,62.4
7587,3054,2015-02-14,2015-02-19,578,502,100,3,9,2,5,3,Yes,4,50.0,200.0,0.02,4.0,196.0,-11.76
7588,3054,2015-02-14,2015-02-19,578,1073,100,3,9,2,5,3,Yes,1,199.99,199.99,0.18,36.0,163.99,4.1
7589,3054,2015-02-14,2015-02-19,578,1073,100,3,9,2,5,3,Yes,1,199.99,199.99,0.17,34.0,165.99,56.11
7590,3055,2015-02-14,2015-02-20,6676,365,100,3,9,2,6,4,Yes,1,59.99,59.99,0.02,1.2,58.79,5.88
7591,3056,2015-02-14,2015-02-16,8010,627,99,3,17,2,2,0,No,2,39.99,79.98,0.06,4.4,75.58,5.67
7592,3056,2015-02-14,2015-02-16,8010,957,99,3,17,2,2,0,No,1,299.98,299.98,0.07,21.0,278.98,136.7
7593,3057,2015-02-14,2015-02-17,7208,1014,100,3,9,2,3,1,Yes,3,49.98,149.94,0.12,17.99,131.95,5.28
7594,3057,2015-02-14,2015-02-17,7208,1073,100,3,9,2,3,1,Yes,1,199.99,199.99,0.16,32.0,167.99,72.24
7595,3058,2015-02-14,2015-02-18,10931,1073,100,3,12,2,4,2,Yes,1,199.99,199.99,0.15,30.0,169.99,49.3
7596,3059,2015-02-14,2015-02-19,10964,403,101,3,9,2,5,3,Yes,1,129.99,129.99,0.25,32.5,97.49,26.32
7597,3059,2015-02-14,2015-02-19,10964,365,101,3,9,2,5,3,Yes,5,59.99,299.95,0.12,35.99,263.96,-92.38
7598,3059,2015-02-14,2015-02-19,10964,771,101,3,9,2,5,3,Yes,1,39.99,39.99,0.17,6.8,33.19,5.41
7599,3060,2015-02-14,2015-02-20,11845,403,101,4,12,4,6,2,Yes,1,129.99,129.99,0.2,26.0,103.99,10.4
7600,3060,2015-02-14,2015-02-20,11845,1014,101,4,12,4,6,2,Yes,4,49.98,199.92,0.18,35.99,163.93,-120.16
7601,3060,2015-02-14,2015-02-20,11845,1004,101,4,12,4,6,2,Yes,1,399.98,399.98,0.09,36.0,363.98,118.29
7602,3061,2015-02-14,2015-02-16,5469,191,101,4,4,4,2,-2,No,4,99.99,399.96,0.25,99.99,299.97,134.99
7603,3061,2015-02-14,2015-02-16,5469,365,101,4,4,4,2,-2,No,2,59.99,119.98,0.02,2.4,117.58,10.35
7604,3061,2015-02-14,2015-02-16,5469,403,101,4,4,4,2,-2,No,1,129.99,129.99,0.18,23.4,106.59,-3.09
7605,3061,2015-02-14,2015-02-16,5469,1014,101,4,4,4,2,-2,No,1,49.98,49.98,0.04,2.0,47.98,-5.42
7606,3062,2015-02-14,2015-02-17,12399,1004,105,4,2,4,3,-1,No,1,399.98,399.98,0.07,28.0,371.98,-595.17
7607,3062,2015-02-14,2015-02-17,12399,1014,105,4,2,4,3,-1,No,2,49.98,99.96,0.05,5.0,94.96,35.61
